name,letters,numerology_total,length,pronounce_score,linguistic_flags,meaning_story,domain_com,domain_in,handle_x,handle_instagram,handle_linkedin,mca_similarity_hit,tm_hit_class_35_36_41_42,distinctiveness_score,overall_score,scoring_notes
brightaa,B(2)+R(2)+I(1)+G(3)+H(5)+T(4)+A(1)+A(1),19,8,7,,Symbolizes clarity and growth in investment guidance,available,available,free,free,taken,,none,8,8,0.35*8 + 0.20*7 + 0.20*10 + 0.15*7 + 0.10*10
brightii,B(2)+R(2)+I(1)+G(3)+H(5)+T(4)+I(1)+I(1),19,8,7,,Symbolizes clarity and growth in investment guidance,taken,available,free,taken,taken,,none,8,8,0.35*8 + 0.20*7 + 0.20*10 + 0.15*3 + 0.10*10
quickna,Q(1)+U(6)+I(1)+C(3)+K(2)+N(5)+A(1),19,7,8,,Embodies trust and innovation in financial advisory,parked,parked,taken,taken,free,,none,9,8,0.35*9 + 0.20*8 + 0.20*7 + 0.15*3 + 0.10*10
peakka,P(8)+E(5)+A(1)+K(2)+K(2)+A(1),19,6,10,Awkward letter combination: kk,Signifies wisdom and prosperity for advisors,available,available,taken,free,taken,,none,9,8,0.35*9 + 0.20*10 + 0.20*10 + 0.15*3 + 0.10*7
peakry,P(8)+E(5)+A(1)+K(2)+R(2)+Y(1),19,6,8,,Signifies wisdom and prosperity for advisors,parked,available,taken,taken,free,,none,9,8,0.35*9 + 0.20*8 + 0.20*10 + 0.15*3 + 0.10*10
vijnan,V(6)+I(1)+J(1)+N(5)+A(1)+N(5),19,6,10,,Conveys reliability and success in wealth management,taken,taken,taken,taken,taken,true,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
riddhar,R(2)+I(1)+D(4)+D(4)+H(5)+A(1)+R(2),19,7,7,,Signifies wisdom and prosperity for advisors,parked,parked,taken,taken,taken,,none,9,7,0.35*9 + 0.20*7 + 0.20*7 + 0.15*0 + 0.10*10
varddya,V(6)+A(1)+R(2)+D(4)+D(4)+Y(1)+A(1),19,7,6,,Embodies trust and innovation in financial advisory,parked,taken,taken,free,taken,,none,9,7,0.35*9 + 0.20*6 + 0.20*7 + 0.15*3 + 0.10*10
bandhya,B(2)+A(1)+N(5)+D(4)+H(5)+Y(1)+A(1),19,7,5,,Signifies wisdom and prosperity for advisors,taken,taken,free,taken,free,,none,9,7,0.35*9 + 0.20*5 + 0.20*2 + 0.15*7 + 0.10*10
siddhya,S(3)+I(1)+D(4)+D(4)+H(5)+Y(1)+A(1),19,7,5,,Embodies trust and innovation in financial advisory,parked,taken,taken,free,taken,,none,9,7,0.35*9 + 0.20*5 + 0.20*7 + 0.15*3 + 0.10*10
vikasan,V(6)+I(1)+K(2)+A(1)+S(3)+A(1)+N(5),19,7,10,,Represents development and growth in wealth creation,taken,taken,taken,taken,free,,none,10,7,0.35*10 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
sevaas,S(3)+E(5)+V(6)+A(1)+A(1)+S(3),19,6,10,,Conveys reliability and success in wealth management,taken,taken,taken,free,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
rakshah,R(2)+A(1)+K(2)+S(3)+H(5)+A(1)+H(5),19,7,8,,Embodies trust and innovation in financial advisory,taken,taken,free,taken,free,,none,9,7,0.35*9 + 0.20*8 + 0.20*2 + 0.15*7 + 0.10*10
rakshan,R(2)+A(1)+K(2)+S(3)+H(5)+A(1)+N(5),19,7,8,,Conveys reliability and success in wealth management,parked,parked,taken,taken,taken,,none,9,7,0.35*9 + 0.20*8 + 0.20*7 + 0.15*0 + 0.10*10
brightay,B(2)+R(2)+I(1)+G(3)+H(5)+T(4)+A(1)+Y(1),19,8,7,,Represents excellence in financial technology solutions,taken,parked,free,taken,taken,,none,8,7,0.35*8 + 0.20*7 + 0.20*7 + 0.15*3 + 0.10*10
brightya,B(2)+R(2)+I(1)+G(3)+H(5)+T(4)+Y(1)+A(1),19,8,5,,Signifies wisdom and prosperity for advisors,taken,available,taken,taken,taken,,none,8,7,0.35*8 + 0.20*5 + 0.20*10 + 0.15*0 + 0.10*10
quickix,Q(1)+U(6)+I(1)+C(3)+K(2)+I(1)+X(5),19,7,10,,Signifies wisdom and prosperity for advisors,taken,taken,taken,free,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
cleanya,C(3)+L(3)+E(5)+A(1)+N(5)+Y(1)+A(1),19,7,10,,Represents excellence in financial technology solutions,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
neoay,N(5)+E(5)+O(7)+A(1)+Y(1),19,5,10,,Conveys reliability and success in wealth management,taken,taken,taken,taken,taken,true,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
stream,S(3)+T(4)+R(2)+E(5)+A(1)+M(4),19,6,8,,Conveys reliability and success in wealth management,taken,taken,free,taken,free,,none,9,7,0.35*9 + 0.20*8 + 0.20*2 + 0.15*7 + 0.10*10
sparkra,S(3)+P(8)+A(1)+R(2)+K(2)+R(2)+A(1),19,7,8,,Represents igniting financial success for advisors,taken,taken,taken,taken,free,,none,9,7,0.35*9 + 0.20*8 + 0.20*2 + 0.15*3 + 0.10*10
guide,G(3)+U(6)+I(1)+D(4)+E(5),19,5,10,,Embodies trust and innovation in financial advisory,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
syncer,S(3)+Y(1)+N(5)+C(3)+E(5)+R(2),19,6,3,,Represents synchronized financial planning ecosystem,available,available,taken,free,taken,true,none,9,7,0.35*9 + 0.20*3 + 0.20*10 + 0.15*3 + 0.10*10
coreya,C(3)+O(7)+R(2)+E(5)+Y(1)+A(1),19,6,10,,Represents essential foundation for financial growth,taken,taken,taken,free,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
megaah,M(4)+E(5)+G(3)+A(1)+A(1)+H(5),19,6,10,,Embodies trust and innovation in financial advisory,taken,taken,free,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
elitea,E(5)+L(3)+I(1)+T(4)+E(5)+A(1),19,6,10,,Symbolizes clarity and growth in investment guidance,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
viyoga,V(6)+I(1)+Y(1)+O(7)+G(3)+A(1),19,6,10,,Represents perfect union of technology and wisdom,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
vitrack,V(6)+I(1)+T(4)+R(2)+A(1)+C(3)+K(2),19,7,10,,Embodies trust and innovation in financial advisory,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
sugyan,S(3)+U(6)+G(3)+Y(1)+A(1)+N(5),19,6,10,,Represents knowledge and insight for investment excellence,taken,taken,taken,taken,taken,,none,10,7,0.35*10 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
sumarg,S(3)+U(6)+M(4)+A(1)+R(2)+G(3),19,6,10,,Signifies wisdom and prosperity for advisors,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
anvijn,A(1)+N(5)+V(6)+I(1)+J(1)+N(5),19,6,10,,Signifies wisdom and prosperity for advisors,taken,taken,taken,taken,taken,true,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
anraksh,A(1)+N(5)+R(2)+A(1)+K(2)+S(3)+H(5),19,7,8,,Signifies wisdom and prosperity for advisors,taken,taken,taken,free,taken,,none,9,7,0.35*9 + 0.20*8 + 0.20*2 + 0.15*3 + 0.10*10
anlead,A(1)+N(5)+L(3)+E(5)+A(1)+D(4),19,6,10,,Conveys reliability and success in wealth management,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
anhub,A(1)+N(5)+H(5)+U(6)+B(2),19,5,10,,Symbolizes clarity and growth in investment guidance,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
abshakti,A(1)+B(2)+S(3)+H(5)+A(1)+K(2)+T(4)+I(1),19,8,8,,Signifies wisdom and prosperity for advisors,available,parked,taken,taken,taken,,none,8,7,0.35*8 + 0.20*8 + 0.20*10 + 0.15*0 + 0.10*10
abcharh,A(1)+B(2)+C(3)+H(5)+A(1)+R(2)+H(5),19,7,8,,Symbolizes clarity and growth in investment guidance,parked,parked,taken,taken,taken,,none,9,7,0.35*9 + 0.20*8 + 0.20*7 + 0.15*0 + 0.10*10
abnew,A(1)+B(2)+N(5)+E(5)+W(6),19,5,10,,Conveys reliability and success in wealth management,taken,taken,free,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
rayved,R(2)+A(1)+Y(1)+V(6)+E(5)+D(4),19,6,10,,Represents ancient Vedic wisdom guiding modern financial decisions,taken,taken,free,taken,taken,,none,10,7,0.35*10 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
gyansaty,G(3)+Y(1)+A(1)+N(5)+S(3)+A(1)+T(4)+Y(1),19,8,10,,Represents knowledge and insight for investment excellence,taken,taken,free,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
gyanrrit,G(3)+Y(1)+A(1)+N(5)+R(2)+R(2)+I(1)+T(4),19,8,8,,Represents knowledge and insight for investment excellence,taken,taken,free,taken,taken,,none,9,7,0.35*9 + 0.20*8 + 0.20*2 + 0.15*3 + 0.10*10
rritgyan,R(2)+R(2)+I(1)+T(4)+G(3)+Y(1)+A(1)+N(5),19,8,8,,Represents knowledge and insight for investment excellence,taken,taken,free,taken,taken,,none,9,7,0.35*9 + 0.20*8 + 0.20*2 + 0.15*3 + 0.10*10
satshri,S(3)+A(1)+T(4)+S(3)+H(5)+R(2)+I(1),19,7,6,,Represents prosperity and abundance in advisory services,taken,available,taken,taken,taken,,exact,9,7,0.35*9 + 0.20*6 + 0.20*10 + 0.15*0 + 0.10*10
shrinaya,S(3)+H(5)+R(2)+I(1)+N(5)+A(1)+Y(1)+A(1),19,8,8,,Represents prosperity and abundance in advisory services,available,available,taken,taken,taken,,none,8,7,0.35*8 + 0.20*8 + 0.20*10 + 0.15*0 + 0.10*10
rrittej,R(2)+R(2)+I(1)+T(4)+T(4)+E(5)+J(1),19,7,10,,Represents brilliant energy illuminating financial paths,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
balraksh,B(2)+A(1)+L(3)+R(2)+A(1)+K(2)+S(3)+H(5),19,8,8,,Symbolizes clarity and growth in investment guidance,taken,taken,free,taken,free,,none,8,7,0.35*8 + 0.20*8 + 0.20*2 + 0.15*7 + 0.10*10
quickbal,Q(1)+U(6)+I(1)+C(3)+K(2)+B(2)+A(1)+L(3),19,8,8,,Represents excellence in financial technology solutions,taken,parked,taken,free,taken,,none,8,7,0.35*8 + 0.20*8 + 0.20*7 + 0.15*3 + 0.10*10
satyvijay,S(3)+A(1)+T(4)+Y(1)+V(6)+I(1)+J(1)+A(1)+Y(1),19,9,7,,Represents truthful and ethical financial guidance,available,parked,free,taken,taken,,none,7,7,0.35*7 + 0.20*7 + 0.20*10 + 0.15*3 + 0.10*10
aagesaty,A(1)+A(1)+G(3)+E(5)+S(3)+A(1)+T(4)+Y(1),19,8,10,,Represents truthful and ethical financial guidance,parked,parked,taken,taken,taken,,none,8,7,0.35*8 + 0.20*10 + 0.20*7 + 0.15*0 + 0.10*10
vijayrrit,V(6)+I(1)+J(1)+A(1)+Y(1)+R(2)+R(2)+I(1)+T(4),19,9,7,,Embodies trust and innovation in financial advisory,taken,parked,free,free,taken,,none,7,7,0.35*7 + 0.20*7 + 0.20*7 + 0.15*7 + 0.10*10
rritaage,R(2)+R(2)+I(1)+T(4)+A(1)+A(1)+G(3)+E(5),19,8,10,,Embodies trust and innovation in financial advisory,parked,parked,taken,taken,taken,,none,8,7,0.35*8 + 0.20*10 + 0.20*7 + 0.15*0 + 0.10*10
aagerrit,A(1)+A(1)+G(3)+E(5)+R(2)+R(2)+I(1)+T(4),19,8,10,,Embodies trust and innovation in financial advisory,parked,parked,taken,taken,taken,,none,8,7,0.35*8 + 0.20*10 + 0.20*7 + 0.15*0 + 0.10*10
nitinyay,N(5)+I(1)+T(4)+I(1)+N(5)+Y(1)+A(1)+Y(1),19,8,10,,Symbolizes clarity and growth in investment guidance,parked,parked,taken,taken,taken,,none,8,7,0.35*8 + 0.20*10 + 0.20*7 + 0.15*0 + 0.10*10
nitinaya,N(5)+I(1)+T(4)+I(1)+N(5)+A(1)+Y(1)+A(1),19,8,10,,Represents innovative approach to traditional finance,taken,taken,taken,taken,free,,none,8,7,0.35*8 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
nayaniti,N(5)+A(1)+Y(1)+A(1)+N(5)+I(1)+T(4)+I(1),19,8,10,,Represents innovative approach to traditional finance,taken,taken,free,taken,taken,,none,8,7,0.35*8 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
wayniti,W(6)+A(1)+Y(1)+N(5)+I(1)+T(4)+I(1),19,7,10,,Embodies trust and innovation in financial advisory,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
linknyay,L(3)+I(1)+N(5)+K(2)+N(5)+Y(1)+A(1)+Y(1),19,8,6,,Signifies wisdom and prosperity for advisors,taken,available,taken,taken,taken,,none,8,7,0.35*8 + 0.20*6 + 0.20*10 + 0.15*0 + 0.10*10
linknaya,L(3)+I(1)+N(5)+K(2)+N(5)+A(1)+Y(1)+A(1),19,8,8,,Represents innovative approach to traditional finance,available,available,taken,taken,taken,,none,8,7,0.35*8 + 0.20*8 + 0.20*10 + 0.15*0 + 0.10*10
raywise,R(2)+A(1)+Y(1)+W(6)+I(1)+S(3)+E(5),19,7,10,,Represents intelligent financial decision making,taken,taken,taken,taken,taken,,none,10,7,0.35*10 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
linkway,L(3)+I(1)+N(5)+K(2)+W(6)+A(1)+Y(1),19,7,8,,Embodies trust and innovation in financial advisory,taken,taken,free,taken,free,,none,9,7,0.35*9 + 0.20*8 + 0.20*2 + 0.15*7 + 0.10*10
bodih,B(2)+O(7)+D(4)+I(1)+H(5),19,5,10,,Signifies wisdom and prosperity for advisors,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
leaksh,L(3)+E(5)+A(1)+K(2)+S(3)+H(5),19,6,8,,Represents excellence in financial technology solutions,taken,taken,free,taken,free,,none,9,7,0.35*9 + 0.20*8 + 0.20*2 + 0.15*7 + 0.10*10
veaer,V(6)+E(5)+A(1)+E(5)+R(2),19,5,10,,Embodies trust and innovation in financial advisory,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
veier,V(6)+E(5)+I(1)+E(5)+R(2),19,5,10,,Symbolizes clarity and growth in investment guidance,taken,taken,taken,taken,free,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
yooga,Y(1)+O(7)+O(7)+G(3)+A(1),19,5,10,,Signifies wisdom and prosperity for advisors,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
vuikas,V(6)+U(6)+I(1)+K(2)+A(1)+S(3),19,6,10,,Represents excellence in financial technology solutions,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
uajjwal,U(6)+A(1)+J(1)+J(1)+W(6)+A(1)+L(3),19,7,8,,Signifies wisdom and prosperity for advisors,taken,taken,free,taken,taken,,none,9,7,0.35*9 + 0.20*8 + 0.20*2 + 0.15*3 + 0.10*10
ujjwaal,U(6)+J(1)+J(1)+W(6)+A(1)+A(1)+L(3),19,7,8,,Represents excellence in financial technology solutions,taken,taken,free,taken,taken,,none,9,7,0.35*9 + 0.20*8 + 0.20*2 + 0.15*3 + 0.10*10
maedad,M(4)+A(1)+E(5)+D(4)+A(1)+D(4),19,6,10,,Signifies wisdom and prosperity for advisors,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
madead,M(4)+A(1)+D(4)+E(5)+A(1)+D(4),19,6,10,Contains 'mad' (crazy),Symbolizes clarity and growth in investment guidance,taken,taken,taken,free,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*7
rakush,R(2)+A(1)+K(2)+U(6)+S(3)+H(5),19,6,10,,Symbolizes clarity and growth in investment guidance,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
naivin,N(5)+A(1)+I(1)+V(6)+I(1)+N(5),19,6,10,,Represents excellence in financial technology solutions,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
smaert,S(3)+M(4)+A(1)+E(5)+R(2)+T(4),19,6,10,,Signifies wisdom and prosperity for advisors,taken,taken,taken,taken,free,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
celear,C(3)+E(5)+L(3)+E(5)+A(1)+R(2),19,6,10,,Signifies wisdom and prosperity for advisors,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
plaiin,P(8)+L(3)+A(1)+I(1)+I(1)+N(5),19,6,10,,Represents excellence in financial technology solutions,taken,taken,taken,taken,free,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
waave,W(6)+A(1)+A(1)+V(6)+E(5),19,5,10,,Symbolizes clarity and growth in investment guidance,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
wavae,W(6)+A(1)+V(6)+A(1)+E(5),19,5,10,,Symbolizes clarity and growth in investment guidance,taken,taken,taken,free,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
wiave,W(6)+I(1)+A(1)+V(6)+E(5),19,5,10,,Embodies trust and innovation in financial advisory,taken,taken,free,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
teide,T(4)+E(5)+I(1)+D(4)+E(5),19,5,10,,Represents excellence in financial technology solutions,taken,taken,taken,free,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
beaom,B(2)+E(5)+A(1)+O(7)+M(4),19,5,10,,Symbolizes clarity and growth in investment guidance,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
leuad,L(3)+E(5)+U(6)+A(1)+D(4),19,5,10,,Signifies wisdom and prosperity for advisors,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
leaud,L(3)+E(5)+A(1)+U(6)+D(4),19,5,10,,Conveys reliability and success in wealth management,taken,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
soync,S(3)+O(7)+Y(1)+N(5)+C(3),19,5,5,,Represents excellence in financial technology solutions,taken,parked,free,taken,taken,,none,9,7,0.35*9 + 0.20*5 + 0.20*7 + 0.15*3 + 0.10*10
syonc,S(3)+Y(1)+O(7)+N(5)+C(3),19,5,7,,Symbolizes clarity and growth in investment guidance,taken,parked,free,taken,taken,,none,9,7,0.35*9 + 0.20*7 + 0.20*7 + 0.15*3 + 0.10*10
vedsa,V(6)+E(5)+D(4)+S(3)+A(1),19,5,10,,Represents ancient Vedic wisdom guiding modern financial decisions,taken,taken,taken,taken,taken,,none,10,7,0.35*10 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
vijnny,V(6)+I(1)+J(1)+N(5)+N(5)+Y(1),19,6,3,,Signifies wisdom and prosperity for advisors,available,taken,taken,free,taken,,none,9,7,0.35*9 + 0.20*3 + 0.20*10 + 0.15*3 + 0.10*10
lakshta,L(3)+A(1)+K(2)+S(3)+H(5)+T(4)+A(1),19,7,6,,Represents focused goal achievement for clients,parked,parked,taken,taken,free,,none,9,7,0.35*9 + 0.20*6 + 0.20*7 + 0.15*3 + 0.10*10
lakshmy,L(3)+A(1)+K(2)+S(3)+H(5)+M(4)+Y(1),19,7,1,,Represents focused goal achievement for clients,parked,available,taken,free,taken,,exact,9,7,0.35*9 + 0.20*1 + 0.20*10 + 0.15*3 + 0.10*10
samrfy,S(3)+A(1)+M(4)+R(2)+F(8)+Y(1),19,6,3,,Symbolizes clarity and growth in investment guidance,taken,available,free,taken,taken,,none,9,7,0.35*9 + 0.20*3 + 0.20*10 + 0.15*3 + 0.10*10
jeetly,J(1)+E(5)+E(5)+T(4)+L(3)+Y(1),19,6,8,,Represents excellence in financial technology solutions,taken,taken,taken,free,taken,,none,9,7,0.35*9 + 0.20*8 + 0.20*2 + 0.15*3 + 0.10*10
vijayfy,V(6)+I(1)+J(1)+A(1)+Y(1)+F(8)+Y(1),19,7,8,,Represents excellence in financial technology solutions,taken,taken,free,taken,taken,,none,9,7,0.35*9 + 0.20*8 + 0.20*2 + 0.15*3 + 0.10*10
smartty,S(3)+M(4)+A(1)+R(2)+T(4)+T(4)+Y(1),19,7,3,,Signifies wisdom and prosperity for advisors,taken,parked,free,free,taken,,none,9,7,0.35*9 + 0.20*3 + 0.20*7 + 0.15*7 + 0.10*10
smartmy,S(3)+M(4)+A(1)+R(2)+T(4)+M(4)+Y(1),19,7,3,,Symbolizes clarity and growth in investment guidance,taken,available,taken,taken,free,,none,9,7,0.35*9 + 0.20*3 + 0.20*10 + 0.15*3 + 0.10*10
quickny,Q(1)+U(6)+I(1)+C(3)+K(2)+N(5)+Y(1),19,7,6,,Conveys reliability and success in wealth management,available,taken,taken,taken,taken,,none,9,7,0.35*9 + 0.20*6 + 0.20*10 + 0.15*0 + 0.10*10
neoii,N(5)+E(5)+O(7)+I(1)+I(1),19,5,10,,Signifies wisdom and prosperity for advisors,taken,taken,taken,free,taken,,none,9,7,0.35*9 + 0.20*10 + 0.20*2 + 0.15*3 + 0.10*10
udhara,U(6)+D(4)+H(5)+A(1)+R(2)+A(1),19,6,9,,Conveys reliability and success in wealth management,taken,taken,taken,taken,taken,,none,9,6,0.35*9 + 0.20*9 + 0.20*2 + 0.15*0 + 0.10*10
ujjwala,U(6)+J(1)+J(1)+W(6)+A(1)+L(3)+A(1),19,7,8,,Signifies wisdom and prosperity for advisors,taken,taken,taken,taken,taken,true,none,9,6,0.35*9 + 0.20*8 + 0.20*2 + 0.15*0 + 0.10*10
satygyan,S(3)+A(1)+T(4)+Y(1)+G(3)+Y(1)+A(1)+N(5),19,8,6,,Represents knowledge and insight for investment excellence,taken,taken,taken,taken,taken,,none,9,6,0.35*9 + 0.20*6 + 0.20*2 + 0.15*0 + 0.10*10
shrisat,S(3)+H(5)+R(2)+I(1)+S(3)+A(1)+T(4),19,7,8,,Represents prosperity and abundance in advisory services,taken,taken,taken,taken,taken,,none,9,6,0.35*9 + 0.20*8 + 0.20*2 + 0.15*0 + 0.10*10
samrsaty,S(3)+A(1)+M(4)+R(2)+S(3)+A(1)+T(4)+Y(1),19,8,8,,Represents truthful and ethical financial guidance,taken,taken,taken,taken,taken,,none,8,6,0.35*8 + 0.20*8 + 0.20*2 + 0.15*0 + 0.10*10
satymarg,S(3)+A(1)+T(4)+Y(1)+M(4)+A(1)+R(2)+G(3),19,8,8,,Represents truthful and ethical financial guidance,taken,taken,taken,taken,taken,,none,8,6,0.35*8 + 0.20*8 + 0.20*2 + 0.15*0 + 0.10*10
satytej,S(3)+A(1)+T(4)+Y(1)+T(4)+E(5)+J(1),19,7,8,,Represents brilliant energy illuminating financial paths,taken,taken,taken,taken,taken,,none,9,6,0.35*9 + 0.20*8 + 0.20*2 + 0.15*0 + 0.10*10
rakshbal,R(2)+A(1)+K(2)+S(3)+H(5)+B(2)+A(1)+L(3),19,8,6,,Signifies wisdom and prosperity for advisors,taken,taken,free,taken,free,,none,8,6,0.35*8 + 0.20*6 + 0.20*2 + 0.15*7 + 0.10*10
satsahay,S(3)+A(1)+T(4)+S(3)+A(1)+H(5)+A(1)+Y(1),19,8,10,,Represents truthful and ethical financial guidance,taken,taken,taken,taken,taken,,none,8,6,0.35*8 + 0.20*10 + 0.20*2 + 0.15*0 + 0.10*10
sahaynyay,S(3)+A(1)+H(5)+A(1)+Y(1)+N(5)+Y(1)+A(1)+Y(1),19,9,7,,Represents helpful support in investment decisions,taken,taken,taken,free,taken,,none,7,6,0.35*7 + 0.20*7 + 0.20*2 + 0.15*3 + 0.10*10
labhway,L(3)+A(1)+B(2)+H(5)+W(6)+A(1)+Y(1),19,7,7,,Signifies wisdom and prosperity for advisors,taken,taken,taken,taken,free,,none,9,6,0.35*9 + 0.20*7 + 0.20*2 + 0.15*3 + 0.10*10
ruaksh,R(2)+U(6)+A(1)+K(2)+S(3)+H(5),19,6,8,,Signifies wisdom and prosperity for advisors,taken,taken,taken,taken,taken,,none,9,6,0.35*9 + 0.20*8 + 0.20*2 + 0.15*0 + 0.10*10
rauksh,R(2)+A(1)+U(6)+K(2)+S(3)+H(5),19,6,8,,Symbolizes clarity and growth in investment guidance,taken,taken,taken,taken,taken,,none,9,6,0.35*9 + 0.20*8 + 0.20*2 + 0.15*0 + 0.10*10
lakshty,L(3)+A(1)+K(2)+S(3)+H(5)+T(4)+Y(1),19,7,1,,Represents focused goal achievement for clients,taken,available,taken,taken,taken,,none,9,6,0.35*9 + 0.20*1 + 0.20*10 + 0.15*0 + 0.10*10
riddhka,R(2)+I(1)+D(4)+D(4)+H(5)+K(2)+A(1),19,7,5,,Symbolizes clarity and growth in investment guidance,taken,taken,taken,taken,taken,,none,9,6,0.35*9 + 0.20*5 + 0.20*2 + 0.15*0 + 0.10*10
varddaa,V(6)+A(1)+R(2)+D(4)+D(4)+A(1)+A(1),19,7,8,,Symbolizes clarity and growth in investment guidance,taken,taken,taken,taken,taken,,none,9,6,0.35*9 + 0.20*8 + 0.20*2 + 0.15*0 + 0.10*10
jeetsy,J(1)+E(5)+E(5)+T(4)+S(3)+Y(1),19,6,8,,Conveys reliability and success in wealth management,taken,taken,taken,taken,taken,,none,9,6,0.35*9 + 0.20*8 + 0.20*2 + 0.15*0 + 0.10*10
newry,N(5)+E(5)+W(6)+R(2)+Y(1),19,5,5,,Embodies trust and innovation in financial advisory,taken,taken,free,taken,taken,,none,9,6,0.35*9 + 0.20*5 + 0.20*2 + 0.15*3 + 0.10*10
visync,V(6)+I(1)+S(3)+Y(1)+N(5)+C(3),19,6,3,,Represents synchronized financial planning ecosystem,taken,taken,taken,taken,taken,,none,9,5,0.35*9 + 0.20*3 + 0.20*2 + 0.15*0 + 0.10*10
samrrrit,S(3)+A(1)+M(4)+R(2)+R(2)+R(2)+I(1)+T(4),19,8,6,,Conveys reliability and success in wealth management,taken,taken,taken,taken,taken,,none,6,5,0.35*6 + 0.20*6 + 0.20*2 + 0.15*0 + 0.10*10
